person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
35,84319,RENT,2,EDUCATION,D,30000,11.47,0,0.36,N,26
27,28007,OWN,7,EDUCATION,D,15000,13.86,1,0.54,Y,21
29,33876,OTHER,7,EDUCATION,A,35000,20.01,1,1.03,Y,27
28,61439,OTHER,10,DEBTCONSOLIDATION,B,30000,16.58,1,0.49,N,28
43,40832,RENT,12,DEBTCONSOLIDATION,F,7500,13.82,0,0.18,N,26
49,43507,MORTGAGE,1,VENTURE,C,10000,17.33,0,0.23,N,4
38,93272,RENT,0,MEDICAL,C,10000,10.93,0,0.11,N,9
51,41974,RENT,9,DEBTCONSOLIDATION,E,20000,16.69,1,0.48,N,28
50,30198,MORTGAGE,3,PERSONAL,C,7500,11.57,0,0.25,N,3
59,32308,RENT,8,PERSONAL,C,35000,9.47,0,1.08,Y,20
55,145973,MORTGAGE,2,HOMEIMPROVEMENT,B,20000,14.76,0,0.14,N,18
38,44841,MORTGAGE,6,PERSONAL,B,10000,15.99,1,0.22,N,6
62,24782,OWN,6,VENTURE,D,20000,12.35,0,0.81,N,21
59,20237,OWN,7,HOMEIMPROVEMENT,B,10000,14.05,0,0.49,N,18
37,35870,RENT,6,PERSONAL,C,30000,16.11,1,0.84,N,11
34,44433,MORTGAGE,6,VENTURE,B,15000,17.28,0,0.34,Y,10
51,78793,MORTGAGE,4,VENTURE,B,1000,19.33,0,0.01,N,23
44,75069,RENT,0,MEDICAL,C,3000,10.67,0,0.04,N,7
55,48865,RENT,1,DEBTCONSOLIDATION,B,30000,20.22,1,0.61,N,12
64,39062,OWN,5,DEBTCONSOLIDATION,E,15000,15.2,1,0.38,N,3
54,58093,RENT,4,MEDICAL,B,35000,17.6,1,0.6,Y,24
23,20447,OWN,6,EDUCATION,C,2000,16.2,0,0.1,N,13
57,131997,OWN,3,HOMEIMPROVEMENT,B,7500,8.29,0,0.06,N,13
63,67985,MORTGAGE,9,VENTURE,B,5000,6.14,0,0.07,Y,17
60,75621,OWN,14,EDUCATION,B,15000,16.62,0,0.2,N,26
46,28650,RENT,3,MEDICAL,E,10000,13.18,0,0.35,N,23
43,93090,OWN,2,VENTURE,B,3000,16.24,0,0.03,N,28
64,38948,OWN,1,EDUCATION,E,20000,12.63,0,0.51,N,25
59,30446,RENT,8,EDUCATION,B,15000,10.0,0,0.49,N,13
35,48070,MORTGAGE,5,DEBTCONSOLIDATION,A,7500,9.56,0,0.16,N,22
24,47511,MORTGAGE,2,DEBTCONSOLIDATION,D,15000,16.69,0,0.32,Y,19
49,28587,RENT,9,MEDICAL,C,25000,9.43,0,0.87,N,14
42,31336,OWN,1,EDUCATION,C,5000,16.43,0,0.16,N,16
45,30133,RENT,7,PERSONAL,B,7500,11.14,0,0.25,N,17
33,30276,MORTGAGE,6,MEDICAL,A,10000,17.33,0,0.33,N,5
38,40374,RENT,10,PERSONAL,C,25000,7.28,0,0.62,N,13
53,24477,MORTGAGE,0,MEDICAL,E,30000,8.28,0,1.23,N,18
36,34693,OWN,14,EDUCATION,A,10000,15.97,0,0.29,Y,2
62,82666,MORTGAGE,9,PERSONAL,F,7500,13.96,0,0.09,N,23
64,73987,MORTGAGE,2,HOMEIMPROVEMENT,B,30000,8.26,0,0.41,N,19
22,29000,MORTGAGE,2,MEDICAL,C,35000,19.45,1,1.21,N,23
55,79150,RENT,5,MEDICAL,A,20000,9.42,0,0.25,N,17
62,18338,RENT,12,MEDICAL,C,35000,11.74,0,1.91,Y,2
54,165143,RENT,13,PERSONAL,A,20000,8.24,0,0.12,N,28
50,93916,RENT,6,DEBTCONSOLIDATION,A,25000,11.21,0,0.27,N,11
33,37054,RENT,14,PERSONAL,F,10000,12.87,0,0.27,N,20
33,59350,OWN,0,DEBTCONSOLIDATION,D,10000,9.72,0,0.17,N,17
38,24331,OTHER,0,EDUCATION,D,3000,17.31,1,0.12,N,15
52,50524,RENT,15,HOMEIMPROVEMENT,A,30000,11.3,0,0.59,N,26
52,44719,RENT,11,EDUCATION,F,35000,16.67,1,0.78,N,3
55,32293,RENT,5,EDUCATION,C,20000,8.31,0,0.62,N,25
59,38782,OWN,10,EDUCATION,E,10000,11.03,0,0.26,N,7
49,36919,MORTGAGE,15,EDUCATION,A,3000,5.13,0,0.08,N,29
49,27837,MORTGAGE,11,PERSONAL,B,7500,17.14,0,0.27,N,23
64,31918,MORTGAGE,13,PERSONAL,F,5000,15.01,1,0.16,Y,24
36,23838,MORTGAGE,10,DEBTCONSOLIDATION,C,20000,18.09,1,0.84,Y,6
64,75257,RENT,2,EDUCATION,E,35000,12.29,0,0.47,N,13
30,30759,RENT,13,PERSONAL,B,1000,17.8,0,0.03,Y,28
50,26608,RENT,2,MEDICAL,C,1000,15.36,0,0.04,N,5
45,74663,RENT,15,VENTURE,E,20000,5.06,0,0.27,Y,23
59,58971,OWN,5,EDUCATION,C,7500,9.06,0,0.13,Y,25
40,73295,RENT,9,EDUCATION,D,30000,12.9,1,0.41,Y,5
25,77500,RENT,6,PERSONAL,B,7500,14.9,0,0.1,N,6
21,129149,OWN,1,DEBTCONSOLIDATION,B,7500,6.05,0,0.06,N,8
50,45341,RENT,3,VENTURE,B,7500,16.28,0,0.17,Y,7
23,23651,RENT,15,EDUCATION,C,3000,13.7,0,0.13,N,14
34,56135,OWN,15,EDUCATION,E,20000,13.41,1,0.36,N,5
50,35083,MORTGAGE,4,MEDICAL,B,3000,9.67,0,0.09,N,14
24,30371,RENT,15,PERSONAL,C,10000,14.52,1,0.33,Y,5
38,51532,MORTGAGE,13,VENTURE,E,15000,5.44,0,0.29,N,11
57,75574,MORTGAGE,8,MEDICAL,B,1000,6.04,0,0.01,N,21
45,32273,RENT,0,PERSONAL,E,1000,16.74,0,0.03,N,2
21,92706,MORTGAGE,15,VENTURE,F,15000,10.15,0,0.16,N,22
35,29887,MORTGAGE,7,PERSONAL,A,20000,10.55,0,0.67,N,9
29,43392,OWN,14,EDUCATION,A,35000,8.33,0,0.81,N,8
35,59465,OWN,13,PERSONAL,A,3000,12.13,0,0.05,Y,6
44,40378,RENT,13,MEDICAL,D,2000,5.83,0,0.05,N,4
24,20170,MORTGAGE,9,DEBTCONSOLIDATION,B,2000,9.81,0,0.1,Y,16
32,77940,RENT,3,DEBTCONSOLIDATION,D,10000,13.43,0,0.13,N,28
57,35891,RENT,4,EDUCATION,C,20000,12.45,0,0.56,N,18
57,71143,RENT,3,EDUCATION,E,30000,20.99,1,0.42,N,24
63,26054,MORTGAGE,0,MEDICAL,E,20000,11.22,1,0.77,Y,14
26,28375,MORTGAGE,7,PERSONAL,F,5000,11.19,0,0.18,Y,16
59,75449,RENT,9,HOMEIMPROVEMENT,B,15000,13.06,0,0.2,N,28
44,58119,OWN,13,MEDICAL,B,35000,8.04,0,0.6,N,20
31,39367,MORTGAGE,1,DEBTCONSOLIDATION,A,7500,19.02,0,0.19,N,21
33,58542,MORTGAGE,7,PERSONAL,C,15000,14.16,1,0.26,Y,15
54,30423,RENT,0,HOMEIMPROVEMENT,C,35000,8.07,1,1.15,N,22
45,51799,MORTGAGE,1,VENTURE,F,25000,17.7,1,0.48,Y,14
27,52275,OWN,0,VENTURE,E,25000,5.55,0,0.48,N,13
24,40664,RENT,10,PERSONAL,B,5000,20.72,0,0.12,N,25
28,32284,RENT,1,DEBTCONSOLIDATION,D,10000,18.84,0,0.31,N,24
40,50773,OTHER,10,MEDICAL,B,2000,14.27,0,0.04,Y,10
49,47691,MORTGAGE,3,HOMEIMPROVEMENT,A,20000,6.78,0,0.42,N,28
30,38835,MORTGAGE,14,VENTURE,E,2000,8.44,0,0.05,N,4
63,29234,RENT,12,PERSONAL,F,30000,9.47,1,1.03,Y,12
54,49327,MORTGAGE,15,HOMEIMPROVEMENT,A,30000,8.86,0,0.61,N,11
46,38884,RENT,14,DEBTCONSOLIDATION,E,15000,12.96,1,0.39,Y,2
61,29221,RENT,15,DEBTCONSOLIDATION,E,3000,20.11,0,0.1,N,18
23,50099,MORTGAGE,13,MEDICAL,A,1000,12.11,0,0.02,N,29
26,109551,RENT,9,HOMEIMPROVEMENT,B,25000,15.59,0,0.23,N,27
25,40806,MORTGAGE,2,DEBTCONSOLIDATION,D,20000,16.02,1,0.49,N,14
25,103661,OWN,3,VENTURE,E,25000,18.95,1,0.24,N,15
43,141091,MORTGAGE,2,HOMEIMPROVEMENT,B,7500,5.54,0,0.05,N,2
29,30433,MORTGAGE,8,EDUCATION,B,15000,11.47,1,0.49,N,3
55,49242,RENT,6,EDUCATION,D,25000,17.56,1,0.51,N,3
40,140345,RENT,14,VENTURE,D,15000,18.04,1,0.11,Y,8
62,46141,OWN,15,EDUCATION,C,20000,19.84,1,0.43,N,10
55,49931,RENT,5,VENTURE,A,25000,16.24,0,0.5,N,25
38,21268,RENT,6,MEDICAL,E,5000,8.92,0,0.24,N,5
37,37577,MORTGAGE,15,EDUCATION,D,2000,13.09,0,0.05,Y,3
44,64717,MORTGAGE,3,PERSONAL,E,15000,5.52,0,0.23,N,20
23,165155,RENT,11,PERSONAL,F,2000,15.35,1,0.01,N,27
52,44444,RENT,2,EDUCATION,E,25000,13.87,1,0.56,N,6
55,21347,OWN,9,EDUCATION,F,25000,15.67,1,1.17,N,10
58,24279,RENT,3,PERSONAL,F,30000,19.88,1,1.24,N,25
33,48151,RENT,14,DEBTCONSOLIDATION,C,20000,16.0,0,0.42,N,14
45,88309,RENT,7,DEBTCONSOLIDATION,D,2000,10.13,0,0.02,Y,13
29,67418,RENT,2,EDUCATION,D,5000,8.18,0,0.07,N,20
24,61705,MORTGAGE,2,PERSONAL,D,30000,18.67,1,0.49,N,10
34,94331,MORTGAGE,6,MEDICAL,A,3000,8.11,0,0.03,N,11
57,34196,MORTGAGE,15,MEDICAL,B,20000,7.59,0,0.58,N,20
54,49491,RENT,10,HOMEIMPROVEMENT,A,25000,8.31,0,0.51,N,11
31,37790,RENT,6,MEDICAL,B,7500,13.14,0,0.2,Y,13
61,42799,RENT,4,MEDICAL,A,7500,6.99,0,0.18,N,15
23,29639,RENT,7,MEDICAL,F,15000,20.01,1,0.51,N,9
48,41274,RENT,10,HOMEIMPROVEMENT,C,30000,20.46,1,0.73,N,17
49,48346,RENT,11,PERSONAL,B,5000,20.58,0,0.1,N,18
29,40711,RENT,4,VENTURE,C,35000,5.63,1,0.86,N,21
23,45227,MORTGAGE,10,PERSONAL,B,20000,20.14,0,0.44,N,5
45,60025,RENT,9,MEDICAL,E,35000,20.96,1,0.58,Y,7
54,91066,RENT,15,DEBTCONSOLIDATION,B,2000,20.08,0,0.02,N,13
32,94426,RENT,15,EDUCATION,B,3000,15.74,0,0.03,N,29
62,71733,RENT,11,VENTURE,E,30000,16.22,1,0.42,N,19
29,26108,MORTGAGE,10,VENTURE,C,30000,6.96,0,1.15,N,8
35,40937,RENT,3,EDUCATION,E,10000,18.99,0,0.24,N,6
60,42738,RENT,13,EDUCATION,C,25000,5.95,0,0.58,N,11
45,35292,RENT,5,VENTURE,B,30000,10.08,1,0.85,N,7
25,58172,RENT,3,MEDICAL,C,1000,20.86,0,0.02,Y,28
31,22089,MORTGAGE,5,MEDICAL,A,15000,11.76,0,0.68,N,15
54,114323,OTHER,13,EDUCATION,B,30000,7.1,0,0.26,N,7
44,89108,RENT,1,DEBTCONSOLIDATION,B,10000,20.51,1,0.11,Y,15
35,62261,MORTGAGE,5,HOMEIMPROVEMENT,E,7500,20.75,1,0.12,N,13
58,47521,RENT,6,DEBTCONSOLIDATION,D,25000,7.99,1,0.53,N,28
28,90619,RENT,0,PERSONAL,B,7500,18.84,0,0.08,N,23
25,69196,RENT,2,PERSONAL,B,1000,11.25,0,0.01,N,27
46,85247,OWN,12,MEDICAL,F,35000,11.1,0,0.41,Y,13
38,47594,RENT,13,EDUCATION,A,20000,9.2,0,0.42,N,9
26,119929,OTHER,3,DEBTCONSOLIDATION,C,30000,5.72,0,0.25,N,11
57,87855,RENT,14,DEBTCONSOLIDATION,C,30000,9.29,0,0.34,N,17
33,63244,RENT,11,DEBTCONSOLIDATION,D,2000,5.86,0,0.03,N,21
48,91856,MORTGAGE,5,PERSONAL,B,3000,19.79,0,0.03,Y,27
25,39752,OWN,10,DEBTCONSOLIDATION,F,7500,15.59,1,0.19,N,9
33,27343,OWN,15,HOMEIMPROVEMENT,C,7500,19.19,0,0.27,N,10
37,57571,MORTGAGE,5,MEDICAL,B,20000,16.48,0,0.35,N,14
60,47641,RENT,3,MEDICAL,B,20000,7.1,0,0.42,N,21
52,44406,RENT,15,PERSONAL,B,15000,20.05,0,0.34,N,18
49,90053,RENT,8,EDUCATION,B,5000,19.4,0,0.06,N,20
23,53293,RENT,1,HOMEIMPROVEMENT,F,10000,10.57,0,0.19,N,18
60,55925,OWN,7,MEDICAL,B,15000,6.78,0,0.27,N,8
54,41625,MORTGAGE,6,VENTURE,E,15000,16.27,1,0.36,N,29
60,76157,OWN,13,VENTURE,C,3000,16.65,0,0.04,N,2
47,69629,RENT,7,PERSONAL,B,20000,19.35,0,0.29,Y,28
33,75874,MORTGAGE,3,EDUCATION,B,2000,5.84,0,0.03,N,21
53,38229,OWN,9,HOMEIMPROVEMENT,C,10000,7.27,0,0.26,N,15
26,94093,MORTGAGE,7,EDUCATION,D,25000,14.57,0,0.27,N,18
44,122931,RENT,3,DEBTCONSOLIDATION,E,1000,14.91,0,0.01,N,14
39,74683,MORTGAGE,7,DEBTCONSOLIDATION,D,15000,5.54,0,0.2,N,3
36,32707,MORTGAGE,12,EDUCATION,C,7500,11.35,0,0.23,N,28
60,32823,OTHER,0,HOMEIMPROVEMENT,A,1000,14.35,1,0.03,Y,15
48,40632,RENT,8,PERSONAL,E,5000,16.81,1,0.12,Y,2
53,36968,RENT,4,VENTURE,E,35000,10.06,0,0.95,N,6
61,47308,MORTGAGE,3,VENTURE,B,15000,12.74,0,0.32,Y,8
33,67253,RENT,5,PERSONAL,A,35000,18.02,1,0.52,N,20
63,56668,MORTGAGE,4,EDUCATION,D,15000,20.26,0,0.26,Y,15
45,54238,RENT,13,DEBTCONSOLIDATION,D,15000,8.69,0,0.28,Y,25
62,43451,OWN,3,VENTURE,C,10000,9.05,0,0.23,N,15
56,47243,OWN,10,EDUCATION,C,7500,20.04,0,0.16,N,16
47,73005,RENT,1,VENTURE,E,5000,11.33,0,0.07,N,6
58,17926,RENT,15,VENTURE,B,10000,16.49,1,0.56,N,6
27,48742,MORTGAGE,8,PERSONAL,C,10000,14.8,0,0.21,N,22
25,56612,MORTGAGE,9,EDUCATION,A,5000,9.57,0,0.09,N,25
63,72532,RENT,3,MEDICAL,B,5000,15.46,0,0.07,N,3
51,29583,RENT,5,EDUCATION,F,7500,15.49,0,0.25,N,19
43,28811,MORTGAGE,2,PERSONAL,C,10000,14.48,0,0.35,N,29
62,65642,MORTGAGE,15,HOMEIMPROVEMENT,E,20000,6.59,0,0.3,N,25
30,18916,RENT,6,EDUCATION,C,30000,20.92,1,1.59,N,10
52,95424,MORTGAGE,8,MEDICAL,E,7500,11.41,0,0.08,N,28
63,54901,OWN,10,DEBTCONSOLIDATION,C,5000,15.21,1,0.09,N,29
50,106869,RENT,4,EDUCATION,A,10000,19.17,0,0.09,N,11
59,28465,MORTGAGE,10,EDUCATION,E,30000,11.77,1,1.05,N,27
51,39411,RENT,9,VENTURE,A,1000,17.38,0,0.03,N,19
38,14706,RENT,9,DEBTCONSOLIDATION,C,20000,20.55,1,1.36,N,5
56,32930,RENT,6,DEBTCONSOLIDATION,C,15000,10.74,0,0.46,Y,9
22,44715,RENT,5,DEBTCONSOLIDATION,A,3000,11.48,0,0.07,Y,19
34,18373,OWN,2,MEDICAL,A,7500,19.49,1,0.41,Y,21
33,40242,MORTGAGE,12,HOMEIMPROVEMENT,D,5000,7.55,0,0.12,N,27
49,18148,RENT,8,EDUCATION,B,30000,5.46,0,1.65,Y,18
32,43099,RENT,5,MEDICAL,C,15000,19.54,0,0.35,Y,17
59,86990,MORTGAGE,15,MEDICAL,C,15000,18.15,1,0.17,Y,19
22,48170,RENT,0,EDUCATION,B,20000,20.56,1,0.42,N,8
52,112319,RENT,13,MEDICAL,D,20000,5.93,0,0.18,N,2
33,72630,MORTGAGE,15,VENTURE,E,15000,7.5,0,0.21,Y,29
47,96189,OWN,14,PERSONAL,A,1000,6.69,0,0.01,N,2
61,33440,RENT,12,MEDICAL,D,7500,15.93,1,0.22,N,19
37,33038,MORTGAGE,4,DEBTCONSOLIDATION,B,5000,14.7,0,0.15,N,5
60,58267,RENT,3,DEBTCONSOLIDATION,C,20000,10.75,0,0.34,N,24
51,22273,MORTGAGE,10,MEDICAL,C,2000,5.92,0,0.09,N,21
54,62042,MORTGAGE,3,MEDICAL,B,15000,15.23,0,0.24,N,22
44,41690,OWN,2,MEDICAL,A,5000,14.12,0,0.12,N,21
55,95320,MORTGAGE,11,EDUCATION,C,35000,6.81,0,0.37,N,5
26,68854,RENT,4,DEBTCONSOLIDATION,A,7500,19.54,0,0.11,N,26
39,84825,RENT,15,EDUCATION,B,7500,8.18,0,0.09,N,7
50,33620,RENT,13,EDUCATION,F,35000,16.9,1,1.04,N,29
27,82793,MORTGAGE,13,EDUCATION,B,10000,19.16,1,0.12,N,4
30,100947,OWN,11,DEBTCONSOLIDATION,C,35000,14.27,0,0.35,N,7
61,48081,MORTGAGE,14,EDUCATION,B,1000,8.95,0,0.02,N,14
52,33871,MORTGAGE,12,VENTURE,E,7500,9.95,1,0.22,N,24
54,34170,RENT,8,EDUCATION,B,20000,19.17,1,0.59,N,8
48,91081,RENT,3,DEBTCONSOLIDATION,B,30000,9.77,0,0.33,N,25
35,187619,RENT,14,HOMEIMPROVEMENT,C,5000,16.94,0,0.03,N,5
50,30006,RENT,13,PERSONAL,E,35000,20.84,1,1.17,N,2
57,28875,RENT,6,DEBTCONSOLIDATION,E,20000,21.0,1,0.69,N,7
49,77707,MORTGAGE,0,VENTURE,B,30000,13.54,0,0.39,N,25
42,33625,RENT,8,DEBTCONSOLIDATION,E,10000,18.22,0,0.3,N,6
24,81566,MORTGAGE,0,DEBTCONSOLIDATION,D,5000,20.84,1,0.06,N,14
40,61862,MORTGAGE,15,MEDICAL,F,35000,10.99,0,0.57,N,20
52,48436,RENT,15,PERSONAL,F,35000,9.04,0,0.72,N,5
56,61122,MORTGAGE,2,HOMEIMPROVEMENT,C,15000,6.83,0,0.25,N,25
24,59284,RENT,9,MEDICAL,D,1000,7.25,0,0.02,N,7
47,44810,RENT,1,HOMEIMPROVEMENT,C,2000,18.66,0,0.04,N,14
37,20370,RENT,10,VENTURE,C,15000,14.42,1,0.74,N,6
32,53601,RENT,4,PERSONAL,A,1000,18.98,0,0.02,N,14
42,107638,MORTGAGE,9,VENTURE,A,10000,17.63,0,0.09,Y,26
37,21930,OWN,4,DEBTCONSOLIDATION,A,7500,15.78,0,0.34,N,11
30,30245,RENT,1,PERSONAL,F,25000,14.75,1,0.83,Y,4
21,60682,RENT,5,EDUCATION,A,2000,5.77,0,0.03,N,24
42,49975,RENT,1,VENTURE,A,15000,18.96,0,0.3,N,26
46,60209,MORTGAGE,7,HOMEIMPROVEMENT,B,15000,11.69,0,0.25,N,28
38,34556,RENT,0,VENTURE,C,20000,13.96,0,0.58,N,14
34,87660,MORTGAGE,6,EDUCATION,F,10000,5.35,0,0.11,N,28
49,50183,MORTGAGE,14,MEDICAL,D,7500,19.98,1,0.15,N,13
32,69459,RENT,13,HOMEIMPROVEMENT,B,20000,19.44,1,0.29,N,5
56,57534,OTHER,14,EDUCATION,F,30000,13.69,0,0.52,N,11
55,53516,RENT,15,PERSONAL,A,20000,14.24,1,0.37,Y,27
32,67064,OWN,1,EDUCATION,F,35000,16.28,1,0.52,N,4
27,53811,RENT,1,MEDICAL,A,25000,9.24,0,0.46,N,18
49,27035,RENT,7,MEDICAL,D,25000,8.55,0,0.92,N,10
31,84430,MORTGAGE,15,MEDICAL,A,3000,15.78,0,0.04,N,2
53,73796,MORTGAGE,15,DEBTCONSOLIDATION,F,10000,6.67,0,0.14,N,19
26,17095,OWN,0,MEDICAL,A,15000,12.26,0,0.88,N,10
35,35344,RENT,4,MEDICAL,A,5000,12.88,0,0.14,N,22
52,82551,OWN,2,PERSONAL,E,15000,11.1,0,0.18,N,21
31,19663,RENT,10,HOMEIMPROVEMENT,A,7500,7.96,0,0.38,N,26
43,78573,RENT,8,VENTURE,D,20000,10.69,0,0.25,N,10
46,45678,RENT,1,EDUCATION,D,15000,10.4,0,0.33,N,3
54,95811,MORTGAGE,6,EDUCATION,C,10000,12.99,0,0.1,Y,20
54,48992,MORTGAGE,9,VENTURE,B,35000,15.79,1,0.71,N,29
49,34165,RENT,11,HOMEIMPROVEMENT,E,10000,20.49,0,0.29,N,17
24,57184,RENT,0,MEDICAL,E,10000,7.31,0,0.17,N,4
37,48281,RENT,15,MEDICAL,C,7500,18.97,0,0.16,N,17
55,32681,RENT,7,DEBTCONSOLIDATION,B,30000,9.55,0,0.92,N,22
33,148623,MORTGAGE,12,VENTURE,B,15000,14.46,0,0.1,N,14
61,30165,MORTGAGE,12,VENTURE,B,20000,13.75,1,0.66,N,4
59,15970,MORTGAGE,2,EDUCATION,C,5000,13.91,0,0.31,N,11
35,108104,OWN,1,EDUCATION,E,15000,16.57,0,0.14,N,23
49,36615,RENT,10,MEDICAL,D,7500,11.11,0,0.2,N,19
49,42260,RENT,2,MEDICAL,D,25000,10.11,0,0.59,N,7
31,40988,MORTGAGE,13,HOMEIMPROVEMENT,C,30000,18.65,1,0.73,N,7
52,36870,MORTGAGE,10,EDUCATION,B,25000,8.52,0,0.68,N,19
22,33419,MORTGAGE,13,VENTURE,D,25000,7.88,1,0.75,N,7
34,29779,OWN,3,PERSONAL,D,15000,5.25,0,0.5,N,7
40,50634,MORTGAGE,4,MEDICAL,D,25000,8.37,0,0.49,Y,23
42,40094,RENT,9,HOMEIMPROVEMENT,A,10000,13.3,0,0.25,N,29
31,70627,RENT,0,VENTURE,C,20000,13.62,0,0.28,N,14
47,62401,MORTGAGE,10,HOMEIMPROVEMENT,B,5000,9.07,0,0.08,N,15
23,30830,MORTGAGE,13,EDUCATION,B,2000,6.16,0,0.06,N,22
37,51754,RENT,5,EDUCATION,D,10000,16.91,1,0.19,N,8
64,39778,RENT,10,EDUCATION,B,15000,17.13,1,0.38,N,14
48,29856,MORTGAGE,2,MEDICAL,E,5000,20.97,0,0.17,N,16
49,69197,MORTGAGE,4,PERSONAL,B,25000,19.4,1,0.36,N,13
41,46135,RENT,15,DEBTCONSOLIDATION,C,2000,19.82,0,0.04,N,22
36,39983,MORTGAGE,15,MEDICAL,E,5000,17.77,0,0.13,N,28
57,31959,RENT,6,HOMEIMPROVEMENT,C,25000,14.85,1,0.78,N,2
40,29320,OWN,15,PERSONAL,E,10000,7.06,0,0.34,N,29
26,132506,RENT,6,VENTURE,D,25000,14.96,0,0.19,N,26
39,57933,MORTGAGE,3,MEDICAL,F,15000,5.9,0,0.26,Y,4
25,28408,MORTGAGE,3,EDUCATION,B,35000,19.16,0,1.23,N,19
23,56609,RENT,15,DEBTCONSOLIDATION,A,20000,12.71,0,0.35,Y,27
21,83367,MORTGAGE,2,EDUCATION,C,1000,16.16,0,0.01,Y,23
58,53303,RENT,7,DEBTCONSOLIDATION,D,10000,5.84,0,0.19,N,9
35,97441,MORTGAGE,7,VENTURE,C,3000,13.55,0,0.03,N,3
54,22665,MORTGAGE,10,DEBTCONSOLIDATION,B,35000,9.82,0,1.54,N,5
55,18112,RENT,6,DEBTCONSOLIDATION,A,2000,9.56,0,0.11,N,19
45,55840,RENT,3,MEDICAL,B,10000,11.23,0,0.18,N,29
44,56288,MORTGAGE,2,VENTURE,D,5000,5.01,0,0.09,Y,29
32,9230,RENT,8,EDUCATION,A,30000,12.47,0,3.25,N,26
38,35889,MORTGAGE,10,PERSONAL,B,7500,12.79,0,0.21,Y,27
35,29604,RENT,7,EDUCATION,A,35000,18.81,0,1.18,N,14
64,24441,OWN,10,PERSONAL,D,1000,12.18,0,0.04,Y,16
36,29568,MORTGAGE,1,EDUCATION,E,3000,10.82,0,0.1,N,3
47,66031,MORTGAGE,14,HOMEIMPROVEMENT,C,5000,20.92,0,0.08,Y,11
28,29474,RENT,7,PERSONAL,A,30000,14.14,1,1.02,N,3
45,29984,RENT,1,HOMEIMPROVEMENT,B,30000,12.56,0,1.0,N,22
37,21820,RENT,6,EDUCATION,C,2000,12.93,0,0.09,N,13
49,92452,RENT,13,VENTURE,C,1000,17.95,1,0.01,N,6
28,60919,MORTGAGE,15,MEDICAL,C,25000,10.45,1,0.41,N,13
35,14098,MORTGAGE,3,PERSONAL,E,3000,11.23,0,0.21,N,24
47,29997,RENT,10,DEBTCONSOLIDATION,F,3000,17.09,1,0.1,N,2
27,63847,MORTGAGE,1,HOMEIMPROVEMENT,A,1000,6.17,0,0.02,N,29
23,93031,RENT,0,MEDICAL,A,1000,18.84,0,0.01,N,3
49,74639,RENT,7,HOMEIMPROVEMENT,B,7500,11.88,0,0.1,N,28
64,41034,OWN,9,VENTURE,C,2000,14.3,0,0.05,Y,17
44,18663,MORTGAGE,11,HOMEIMPROVEMENT,C,10000,17.12,1,0.54,Y,28
23,75744,MORTGAGE,4,VENTURE,D,30000,9.26,1,0.4,N,23
40,42258,RENT,0,HOMEIMPROVEMENT,A,7500,19.25,0,0.18,N,3
35,50738,RENT,6,HOMEIMPROVEMENT,E,25000,20.67,0,0.49,N,17
45,44859,RENT,0,EDUCATION,C,2000,12.91,0,0.04,N,21
50,24890,OWN,1,MEDICAL,F,20000,19.99,1,0.8,N,27
34,58813,MORTGAGE,4,MEDICAL,D,7500,5.02,0,0.13,N,17
27,54897,RENT,5,VENTURE,D,25000,19.31,1,0.46,N,7
37,39620,OWN,3,DEBTCONSOLIDATION,B,3000,9.98,0,0.08,N,14
64,62041,RENT,7,DEBTCONSOLIDATION,D,30000,9.98,1,0.48,N,13
40,24661,MORTGAGE,0,DEBTCONSOLIDATION,A,5000,8.65,0,0.2,N,24
56,42851,RENT,1,MEDICAL,D,10000,10.07,0,0.23,N,11
29,49665,RENT,9,EDUCATION,A,35000,8.42,0,0.7,N,6
58,20589,RENT,1,MEDICAL,A,15000,19.49,1,0.73,N,9
42,47641,RENT,8,DEBTCONSOLIDATION,A,10000,19.38,0,0.21,N,7
22,70743,MORTGAGE,0,EDUCATION,A,35000,6.64,0,0.49,N,6
44,42124,MORTGAGE,5,MEDICAL,B,7500,7.29,0,0.18,N,21
28,48191,MORTGAGE,2,PERSONAL,F,2000,18.79,0,0.04,N,23
31,64936,OWN,1,EDUCATION,B,35000,11.38,0,0.54,Y,7
33,40380,RENT,7,MEDICAL,D,7500,7.71,0,0.19,N,23
37,42239,OWN,15,EDUCATION,A,30000,13.17,0,0.71,N,18
28,27218,OWN,0,HOMEIMPROVEMENT,C,3000,11.67,0,0.11,N,7
41,48656,RENT,5,EDUCATION,B,25000,8.51,0,0.51,N,18
38,41463,RENT,9,DEBTCONSOLIDATION,B,15000,16.53,0,0.36,N,6
50,62915,MORTGAGE,6,EDUCATION,A,35000,15.1,1,0.56,N,24
38,64973,RENT,12,DEBTCONSOLIDATION,C,15000,6.59,0,0.23,Y,18
51,72809,MORTGAGE,2,VENTURE,A,1000,19.81,0,0.01,N,18
58,38020,RENT,15,DEBTCONSOLIDATION,E,20000,13.94,0,0.53,N,14
52,16509,MORTGAGE,5,DEBTCONSOLIDATION,C,3000,9.0,0,0.18,N,23
31,71027,MORTGAGE,4,VENTURE,E,25000,8.3,0,0.35,N,8
45,60813,RENT,14,HOMEIMPROVEMENT,F,30000,7.18,1,0.49,Y,23
